,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6420,6874,15593094,S1207,632,S0,Female,45,3,62397.41,2,1,1,59967.77,0
6421,2224,15632344,S1282,632,S2,Male,40,5,121033.09,2,1,1,67655.63,0
6422,1182,15732448,S682,589,S0,Male,49,4,108258.6,1,1,0,83014.98,1
6423,6773,15702801,S1157,606,S1,Female,65,5,105640.86,3,0,0,139402.14,1
6424,6757,15661591,S1133,691,S0,Male,32,3,62397.41,3,1,1,77871.68,0
6425,7017,15781530,S2499,623,S1,Female,42,5,124978.91,2,1,0,124901.43,0
6426,7791,15788539,S996,649,S0,Male,37,3,62397.41,2,1,1,58854.63,0
6427,4421,15789815,S1280,554,S2,Female,41,5,108201.13,1,0,0,82205.34,0
6428,6520,15589017,S2559,648,S0,Male,58,6,62397.41,2,1,1,79345.82,0
6429,2626,15710390,S412,566,S1,Female,57,4,115904.16,4,1,0,112271.35,1
6430,1436,15654700,S1921,675,S1,Male,42,4,109975.01,2,1,0,109024.62,0
6431,9150,15582847,S2316,650,S0,Male,37,4,95665.17,1,1,1,106453.2,0
6432,7733,15719793,S1441,652,S0,Female,44,5,62397.41,2,1,0,101657.45,0
6433,2482,15777994,S656,633,S1,Male,52,6,135123.09,1,1,1,78345.28,0
6434,8073,15679622,S1933,568,S1,Female,39,2,113203.17,1,1,0,75679.01,0
6435,7107,15620981,S2252,644,S1,Female,32,7,118056.95,1,1,0,91835.1,0
6436,5172,15644788,S69,638,S0,Male,46,4,106437.91,2,1,0,120988.84,0
6437,3262,15636820,S601,619,S2,Female,43,5,111579.75,2,1,0,97255.16,0
6438,5357,15671243,S2562,671,S0,Male,45,5,62397.41,2,1,0,130872.27,0
6439,8202,15814040,S989,585,S2,Male,46,6,102483.98,1,1,0,115147.02,1
6440,1956,15603170,S1111,662,S0,Female,36,5,137395.7,1,1,1,61609.64,0
6441,7964,15598175,S1406,577,S2,Male,42,6,112784.91,1,1,1,119558.05,0
6442,4404,15715031,S1416,655,S2,Female,37,5,62397.41,2,0,1,90952.09,0
6443,1840,15712807,S2532,568,S1,Male,47,5,124841.84,1,1,1,119702.07,0
6444,8868,15774536,S2115,549,S2,Male,43,4,62397.41,2,0,1,62813.0,0
6445,9259,15659100,S2386,688,S0,Female,47,4,62397.41,2,1,1,137818.8,0
6446,6309,15667476,S1685,645,S0,Male,47,5,133803.88,1,1,0,73241.88,0
6447,1657,15612187,S2568,705,S2,Male,37,4,101929.02,1,1,0,58277.82,0
6448,7080,15801414,S608,537,S1,Female,44,4,106396.2,2,1,1,62860.46,1
6449,6885,15775067,S1599,526,S0,Male,44,5,137180.69,1,0,1,91219.59,0
6450,942,15666975,S1392,577,S2,Female,41,4,134612.3,2,1,1,84507.75,0
6451,8899,15810390,S395,684,S0,Male,28,4,62397.41,2,1,1,77824.15,0
6452,2761,15737104,S2576,625,S2,Male,39,6,62397.41,1,1,0,88141.8,0
6453,5554,15667462,S352,561,S0,Female,60,4,100118.85,1,0,0,65029.19,1
6454,2967,15744398,S1552,623,S1,Female,53,3,124678.86,1,1,0,64594.0,1
6455,9899,15669253,S2351,527,S0,Female,40,5,136689.36,2,0,0,103837.36,0
6456,7079,15731026,S894,629,S0,Male,42,7,103961.68,1,1,0,89315.02,0
6457,4988,15792726,S1510,711,S0,Female,40,4,62397.41,1,1,1,108313.31,0
6458,1887,15751549,S1814,720,S2,Male,57,4,127395.34,1,1,1,97292.62,0
6459,5902,15790448,S928,661,S0,Male,48,5,110583.83,1,1,0,99267.47,1
6460,7885,15593555,S2278,650,S2,Male,41,5,62397.41,2,1,1,120290.9,0
6461,6384,15808868,S290,587,S0,Female,39,3,95402.53,2,0,0,127449.66,0
6462,3943,15743709,S1284,641,S0,Male,45,5,62397.41,1,1,0,95281.21,0
6463,3651,15604515,S1084,611,S0,Male,43,3,108169.15,1,1,0,68808.85,0
6464,771,15584288,S2135,692,S0,Female,49,4,62397.41,1,0,1,70332.48,1
6465,7978,15589948,S561,587,S2,Male,36,6,93413.54,2,1,0,111929.74,0
6466,3734,15683213,S1524,713,S1,Female,39,5,126334.84,1,0,0,139070.24,0
6467,5936,15639217,S1803,646,S0,Female,44,3,136684.55,1,1,0,97953.89,1
6468,9121,15667190,S1091,531,S0,Female,39,3,62397.41,2,1,1,134528.28,0
6469,9586,15766205,S2153,613,S1,Female,57,5,121163.41,1,1,0,108674.54,1
6470,598,15702656,S1934,603,S1,Female,37,3,121701.37,1,1,1,135517.28,0
6471,6436,15705301,S1643,538,S2,Male,43,5,62397.41,2,1,1,92102.96,0
6472,3675,15771966,S1199,617,S1,Female,52,6,140755.85,2,1,1,87748.71,0
6473,5445,15683993,S2353,551,S0,Female,44,3,62397.41,2,1,1,105562.08,0
6474,5336,15635388,S182,677,S0,Male,28,4,129520.98,1,1,1,77459.75,0
6475,5086,15698816,S2430,642,S1,Male,49,2,94425.46,2,1,1,134807.58,0
6476,5747,15654372,S821,607,S0,Female,46,4,132509.33,2,1,1,90284.32,0
6477,6225,15782089,S2528,550,S0,Female,42,4,62397.41,2,1,0,81473.31,0
6478,9833,15744843,S68,603,S2,Male,39,6,62397.41,2,1,1,84357.18,0
6479,2282,15746805,S1357,623,S0,Male,44,3,128622.46,1,1,1,77771.53,0
6480,7898,15787014,S1636,658,S0,Female,51,6,62397.41,1,1,0,111209.13,1
6481,2922,15786463,S1853,672,S1,Male,35,4,115709.14,2,1,1,135642.41,0
6482,2046,15636673,S1849,606,S1,Male,42,3,121466.22,2,0,1,125943.73,0
6483,4105,15596522,S1439,601,S2,Female,43,5,144016.11,2,1,0,80757.04,0
6484,4507,15739068,S1920,667,S0,Male,42,3,62397.41,2,1,0,57558.05,0
6485,8244,15653952,S2335,589,S0,Male,32,6,130312.39,1,0,0,95668.61,0
6486,9117,15624892,S2439,647,S2,Male,34,3,62397.41,2,1,1,63134.07,0
6487,972,15728709,S1233,577,S1,Female,47,4,118569.03,3,1,1,102007.46,1
6488,8317,15661827,S819,711,S2,Male,39,5,136493.04,1,0,1,75421.45,0
6489,6989,15769051,S540,692,S0,Male,36,4,142612.29,1,1,0,74482.89,0
6490,5727,15694628,S1628,520,S2,Female,49,5,133052.02,1,1,1,107211.15,0
6491,3368,15694805,S875,651,S2,Female,43,4,132623.7,1,1,1,108758.02,0
6492,522,15764153,S1634,694,S2,Female,38,5,62397.41,2,1,0,95549.16,0
6493,3327,15671590,S1857,661,S0,Female,34,5,131738.69,1,0,0,61339.35,0
6494,4797,15587596,S779,665,S1,Female,48,5,118331.69,1,1,1,120890.66,1
6495,5396,15693131,S610,670,S0,Female,40,4,62397.41,1,1,1,122098.11,0
6496,2215,15735080,S1184,687,S1,Female,44,4,109042.26,1,0,1,88846.54,1
6497,2677,15771857,S1684,636,S1,Female,43,3,114920.96,1,1,0,66291.24,0
6498,7270,15799641,S506,638,S0,Male,36,5,136327.28,1,1,0,62159.93,0
6499,9242,15667971,S1407,599,S2,Male,39,3,113415.42,1,0,0,141648.35,0
6500,3502,15567013,S1533,715,S0,Male,55,4,62397.41,1,0,1,63162.62,1
6501,9391,15743040,S657,681,S0,Male,45,6,122758.03,1,1,0,135711.72,0
6502,3585,15575119,S370,691,S1,Male,31,4,110025.58,2,1,1,75463.06,0
6503,3337,15620577,S91,619,S2,Male,42,3,131861.33,1,1,0,83338.13,1
6504,8036,15677112,S1185,636,S2,Male,37,3,104897.92,1,1,1,116053.43,0
6505,6670,15595153,S1626,606,S1,Female,36,4,102046.05,2,1,1,68957.12,0
6506,5582,15749688,S376,747,S2,Male,44,3,62397.41,2,0,1,139551.14,0
6507,8274,15640648,S1784,592,S1,Male,40,5,123646.98,1,1,1,67493.12,1
6508,5955,15723320,S1709,618,S2,Male,44,5,116433.51,1,0,1,77126.44,0
6509,5003,15776850,S976,649,S2,Female,37,4,62397.41,1,1,0,125547.48,0
6510,2257,15669414,S2225,623,S2,Female,55,3,140717.85,1,0,1,103819.31,1
6511,8249,15569451,S883,644,S2,Female,40,5,62397.41,2,1,0,99414.37,0
6512,4220,15662571,S266,700,S1,Male,39,5,117061.14,2,1,0,128178.6,1
6513,1097,15625047,S2144,628,S0,Female,48,4,62397.41,3,1,0,97134.1,1
6514,3185,15760851,S897,609,S1,Male,47,4,134335.33,2,0,1,84845.96,0
6515,1349,15593959,S1581,600,S2,Female,44,4,62397.41,2,1,0,80604.17,0
6516,3801,15803682,S827,714,S0,Female,36,4,62397.41,2,1,0,101434.06,0
6517,2822,15583595,S1919,611,S0,Male,46,3,125329.86,1,1,1,105698.48,0
6518,8817,15708504,S921,580,S2,Female,41,7,139603.26,1,1,1,80494.12,1
6519,9657,15747649,S485,611,S2,Female,55,5,62397.41,2,1,1,75548.31,0
6520,1568,15596088,S917,724,S1,Male,44,6,131628.03,2,1,1,128447.54,0
6521,4132,15592645,S1742,578,S1,Female,42,3,142136.74,2,1,1,133752.71,0
6522,7651,15672056,S394,720,S1,Female,52,6,146430.56,1,1,1,84200.91,1
6523,5350,15731281,S8,579,S0,Female,30,4,62397.41,2,1,1,59057.82,0
6524,4411,15606554,S270,576,S0,Male,36,6,62397.41,1,1,1,68502.96,0
6525,8494,15677243,S177,653,S0,Female,54,6,62397.41,1,1,0,138751.95,1
6526,8721,15734762,S714,601,S2,Female,45,6,108441.85,1,0,0,118981.03,1
6527,2384,15646082,S2101,539,S0,Female,39,5,62397.41,1,1,0,69149.7,0
6528,78,15778368,S50,607,S0,Female,42,3,62397.41,2,1,1,61429.6,0
6529,8005,15676571,S2521,675,S2,Male,37,3,62397.41,3,1,0,127466.11,1
6530,4542,15804822,S485,601,S0,Male,38,5,62397.41,1,1,0,141659.27,1
6531,1411,15590327,S567,574,S0,Male,38,6,135428.05,1,1,0,101514.01,0
6532,5294,15791925,S297,495,S1,Male,41,3,132256.08,2,0,0,109506.29,0
6533,1776,15639049,S47,712,S2,Male,42,3,62397.41,3,1,1,91580.22,1
6534,4458,15617134,S866,517,S0,Male,34,6,115433.59,1,1,0,62123.47,0
6535,4448,15643056,S750,674,S1,Male,35,6,140037.98,2,0,1,100553.86,1
6536,3115,15774098,S1859,595,S1,Female,42,4,127484.79,1,1,1,122972.81,0
6537,7731,15665327,S1394,677,S1,Male,41,5,132972.96,1,1,1,105538.42,1
6538,3199,15672437,S761,688,S2,Female,37,3,124739.48,1,1,1,117934.07,0
6539,7569,15585282,S1757,702,S0,Male,41,4,62397.41,1,0,0,85194.33,0
6540,4762,15717629,S1817,621,S0,Male,36,3,62397.41,1,0,1,68081.03,0
6541,4067,15769308,S1497,650,S1,Female,40,5,110496.34,1,0,1,135078.84,0
6542,8419,15792679,S1765,634,S1,Male,56,6,116264.16,1,1,1,111204.01,1
6543,5201,15719426,S2508,525,S1,Female,32,6,124507.39,1,0,1,97939.96,0
6544,5800,15728706,S1375,609,S2,Female,46,4,123146.16,1,1,0,65487.97,1
6545,8063,15680303,S2039,639,S2,Male,38,5,129598.92,1,0,0,114639.39,0
6546,7368,15721251,S848,604,S2,Male,34,4,139459.76,1,1,1,142465.35,0
6547,5937,15677908,S563,680,S0,Male,29,5,62397.41,2,1,1,121915.18,0
6548,9302,15679048,S1632,708,S0,Female,57,4,62397.41,1,1,1,84048.03,1
6549,5370,15770291,S2176,531,S2,Female,43,6,133040.64,1,0,0,62802.35,0
6550,8695,15587240,S2103,648,S2,Female,44,5,62397.41,2,1,1,127087.82,0
6551,5730,15763274,S373,626,S1,Male,40,5,143614.32,3,1,1,84620.09,0
6552,8686,15709256,S2256,504,S1,Female,49,5,146979.51,1,1,0,64588.94,1
6553,6265,15798084,S156,579,S1,Female,44,3,115283.21,2,1,0,97365.4,0
6554,4063,15743617,S2050,652,S0,Male,42,2,131823.26,1,0,1,106767.96,0
6555,6999,15782311,S1719,593,S0,Female,58,5,136658.55,1,1,0,94990.62,1
6556,5274,15698117,S1282,620,S2,Male,33,6,62397.41,2,1,1,61012.7,0
6557,7531,15655368,S1445,670,S0,Female,37,3,118796.08,2,1,1,134668.43,0
6558,2317,15602043,S1727,609,S0,Male,57,6,62397.41,2,1,1,127860.72,0
6559,1890,15729599,S104,658,S0,Female,41,3,62397.41,2,0,1,128783.89,0
6560,411,15643658,S1557,597,S0,Male,49,5,62397.41,1,1,0,89310.34,0
6561,435,15633870,S992,647,S2,Female,39,7,148681.0,1,1,1,79089.59,0
6562,5655,15631333,S1855,621,S1,Male,46,5,102099.76,2,0,0,122630.41,0
6563,9253,15766289,S1942,614,S1,Female,34,5,115095.15,1,1,1,128630.02,0
6564,5062,15636767,S456,495,S0,Male,42,6,62397.41,2,1,1,62636.8,0
6565,7056,15570073,S2579,753,S1,Female,47,5,114623.29,1,1,0,83042.87,1
6566,3482,15645184,S1477,555,S0,Male,38,2,62397.41,1,1,0,104047.29,0
6567,7197,15711130,S1400,562,S0,Male,43,4,132337.1,2,1,0,120250.04,0
6568,4124,15766765,S37,636,S2,Male,39,3,102838.34,1,0,0,121422.61,0
6569,2179,15708236,S2522,679,S0,Male,39,4,138946.45,1,1,0,62669.91,0
6570,9603,15600734,S908,607,S0,Male,42,6,116823.02,1,1,1,106014.12,0
6571,8518,15573893,S72,666,S2,Female,38,6,156630.11,1,1,1,108547.04,0
6572,8184,15774151,S2055,663,S2,Male,41,6,126428.27,1,1,0,121810.44,0
6573,6034,15773792,S634,691,S1,Male,48,7,101669.33,2,1,1,88730.57,0
6574,8828,15797502,S1845,642,S0,Female,47,6,110857.87,1,0,0,113430.14,1
6575,1134,15654878,S1163,533,S0,Male,40,4,133445.69,2,1,0,74306.64,0
6576,2197,15810218,S1185,575,S0,Male,56,2,62397.41,2,0,1,107130.71,0
6577,9599,15772777,S1279,688,S0,Male,36,3,84263.06,1,1,1,108212.37,0
6578,4757,15747288,S361,493,S1,Male,45,3,100435.51,1,1,1,81774.68,0
6579,3777,15602731,S883,546,S2,Male,39,4,151191.39,1,1,0,97737.1,0
6580,3622,15626983,S2471,548,S0,Female,44,6,62397.41,2,0,1,71650.01,0
6581,2226,15778135,S2484,609,S0,Female,59,3,114803.14,1,1,0,84216.5,1
6582,8226,15656597,S475,627,S2,Male,47,6,119571.92,2,1,0,121139.82,1
6583,900,15720644,S2297,667,S1,Male,39,6,136699.54,2,0,1,58180.58,0
6584,3293,15735346,S2495,677,S1,Male,48,4,120321.98,4,1,0,113065.86,1
6585,2398,15813974,S496,505,S0,Male,38,6,62397.41,2,0,0,114145.35,0
6586,5292,15705085,S1315,571,S0,Male,42,4,112580.1,1,0,0,137351.29,0
6587,4267,15631927,S1092,646,S1,Male,41,5,107335.52,1,1,1,120988.14,0
6588,5745,15727059,S2477,666,S0,Female,47,3,143763.44,2,1,0,93573.43,0
6589,6,15774491,S1753,614,S1,Male,51,5,126031.73,1,0,1,57791.43,1
6590,649,15586931,S2076,556,S0,Female,46,2,124628.19,1,1,1,90851.81,1
6591,5238,15677610,S1871,690,S1,Male,47,3,122635.93,1,0,0,88893.27,1
6592,3257,15672467,S1125,580,S0,Male,62,3,62397.41,1,1,0,113079.53,1
6593,90,15724443,S1647,712,S2,Female,45,3,117207.79,2,1,0,60240.19,0
6594,2129,15712121,S2160,726,S0,Male,46,3,115572.94,2,1,0,72338.99,1
6595,7184,15606944,S2311,610,S0,Male,68,7,62397.41,2,1,1,80437.27,0
6596,5507,15753079,S149,736,S0,Male,51,5,62397.41,2,1,1,61792.23,0
6597,1233,15781574,S152,686,S2,Male,46,2,62397.41,2,1,1,58757.95,1
6598,5819,15663808,S803,553,S2,Female,42,2,62397.41,1,0,1,113392.86,0
6599,1516,15675964,S1084,623,S2,Male,49,3,62397.41,2,1,1,60881.5,0
6600,4636,15807961,S1097,709,S0,Male,66,4,62397.41,2,1,1,119924.2,1
6601,1497,15641688,S2272,653,S2,Female,48,6,140644.22,1,1,0,68685.02,0
6602,6593,15710543,S1363,588,S1,Male,39,3,123913.56,1,1,1,66912.04,0
6603,3259,15801821,S1478,668,S0,Female,36,6,132848.22,1,1,1,73733.32,0
6604,9293,15806964,S2032,657,S2,Male,49,6,116480.32,1,1,1,91567.78,0
6605,2193,15633612,S1263,595,S0,Male,51,5,148715.58,1,0,0,66393.6,0
6606,5408,15747265,S644,557,S1,Female,61,3,150733.13,2,1,1,83314.04,0
6607,6344,15793455,S39,707,S2,Male,40,6,115857.41,1,1,1,120617.62,0
6608,852,15628893,S317,658,S1,Male,38,4,104828.35,1,0,1,79742.54,0
6609,8077,15647203,S2097,738,S2,Female,36,4,127705.26,1,0,1,138321.97,0
6610,9978,15716449,S2438,561,S2,Male,46,5,62397.41,2,1,0,111443.7,0
6611,4688,15614420,S2488,565,S0,Male,42,4,104866.09,1,0,0,91492.51,0
6612,6755,15659710,S2573,664,S2,Male,48,5,62397.41,2,1,0,107339.58,0
6613,8830,15756125,S748,642,S0,Male,39,6,126067.58,1,1,1,74277.56,0
6614,5210,15741385,S1861,677,S2,Female,44,7,62397.41,2,0,1,77683.7,0
6615,3708,15579131,S453,676,S0,Female,41,3,122132.84,1,1,1,101168.21,0
6616,9377,15785042,S242,640,S1,Male,68,5,115222.72,1,1,1,77133.07,0
6617,9327,15763108,S462,745,S0,Female,42,3,62397.41,2,1,1,77227.7,0
6618,8457,15726234,S100,745,S2,Female,44,5,62397.41,2,1,0,92062.4,0
6619,7629,15794849,S1787,619,S1,Male,62,5,127471.18,1,1,1,93704.82,0
6620,7494,15599440,S588,622,S1,Female,36,4,111313.76,1,0,1,113563.93,0
6621,6828,15579189,S2459,655,S2,Female,34,3,62397.41,2,1,1,97135.98,0
6622,7393,15664793,S1972,642,S2,Female,36,6,62397.41,2,1,0,69140.44,0
6623,6665,15810786,S1121,688,S2,Male,47,5,123039.36,1,1,0,92477.59,0
6624,1235,15772573,S1812,616,S1,Male,34,2,155514.23,2,1,1,90241.46,0
6625,2623,15738546,S2539,693,S0,Female,44,2,64291.58,2,1,0,132741.58,1
6626,6035,15715888,S1269,636,S0,Male,40,5,62397.41,2,1,1,82531.36,0
6627,4690,15768367,S43,660,S0,Male,37,6,62397.41,1,1,1,103468.77,0
6628,9812,15585198,S914,645,S0,Male,41,3,140063.19,1,0,1,69186.97,0
6629,2291,15726310,S561,644,S0,Male,46,5,62397.41,1,0,0,84636.01,0
6630,332,15768201,S700,753,S1,Male,45,5,104840.44,3,0,1,83016.63,1
6631,9102,15772073,S596,686,S0,Female,61,3,97233.72,1,1,1,82683.71,0
6632,4729,15751175,S503,647,S0,Female,42,4,62397.41,2,1,1,73768.24,0
6633,7938,15670562,S2220,724,S0,Male,45,5,62397.41,1,1,0,140984.15,1
6634,8979,15567437,S2492,623,S0,Female,36,6,114375.94,1,1,1,64032.67,0
6635,4957,15809137,S1831,500,S0,Female,34,3,123174.48,1,0,1,91017.74,0
6636,6637,15585835,S497,537,S0,Male,48,3,108565.76,1,1,0,100831.64,1
6637,9076,15674156,S2422,668,S2,Female,37,5,62397.41,2,1,0,122270.43,0
6638,6139,15656009,S323,638,S1,Female,41,5,101225.6,1,0,0,72734.06,1
6639,8646,15688963,S157,568,S0,Female,39,3,102660.21,2,0,1,92458.42,0
6640,3077,15779581,S865,718,S1,Female,55,5,120597.7,1,1,0,125715.2,1
6641,1920,15601659,S1896,587,S0,Male,42,6,62397.41,2,0,0,96502.04,0
6642,179,15581733,S2559,487,S2,Male,40,6,62397.41,1,0,0,108375.95,0
6643,4420,15636572,S452,724,S1,Male,39,4,134234.68,2,1,1,106318.35,0
6644,5868,15661290,S1414,550,S1,Male,59,6,129647.45,2,1,1,95881.92,0
6645,2710,15651627,S188,612,S0,Male,43,5,62397.41,2,1,1,82533.4,0
6646,7077,15629739,S978,674,S0,Male,65,3,116892.22,1,1,1,133316.43,0
6647,6714,15631310,S1426,546,S0,Female,39,5,123557.36,2,1,1,93068.61,0
6648,9597,15769402,S2273,669,S0,Female,42,6,62397.41,1,1,1,64485.98,0
6649,7124,15755978,S2096,587,S0,Female,43,4,146082.15,2,1,0,97382.3,0
6650,9928,15697127,S739,717,S0,Female,65,4,62397.41,2,1,1,130691.73,0
6651,6506,15568885,S596,600,S1,Male,53,5,115805.3,1,1,0,97294.79,1
6652,4424,15566689,S1604,661,S1,Female,35,4,112510.24,2,0,0,119851.28,0
6653,1615,15582154,S206,644,S1,Male,44,4,107142.49,2,1,0,137766.14,0
6654,8634,15774872,S151,564,S0,Female,46,6,135586.3,1,0,1,61914.56,0
6655,5851,15742404,S433,665,S0,Female,55,3,62397.41,2,0,1,80632.48,0
6656,1847,15715745,S1391,752,S1,Male,44,7,104929.13,1,1,1,141666.16,0
6657,6250,15729435,S2560,638,S0,Female,44,4,62397.41,2,1,0,111281.3,0
6658,5980,15686870,S2095,633,S0,Female,57,5,62397.41,1,1,0,95310.29,1
6659,1243,15750549,S1150,631,S0,Male,40,2,153782.5,2,0,1,73203.81,1
6660,1382,15732281,S1376,671,S2,Female,36,6,62397.41,2,0,0,90916.78,0
6661,3277,15772996,S900,554,S0,Female,41,2,62397.41,2,1,0,99052.77,0
6662,1363,15804394,S196,589,S0,Female,47,6,62397.41,2,1,1,69171.21,0
6663,1478,15692819,S290,584,S0,Female,44,3,132527.42,1,1,0,134538.29,0
6664,8639,15762418,S767,546,S2,Female,44,6,116244.29,2,1,1,125723.79,0
6665,6928,15595136,S2474,644,S0,Male,49,3,62397.41,1,0,0,96421.86,0
6666,3183,15567993,S1742,550,S2,Male,46,5,62397.41,2,1,1,72897.53,0
6667,644,15662091,S2514,635,S0,Female,40,5,125925.83,1,0,0,123945.83,1
6668,5207,15746986,S2164,714,S0,Female,40,3,115807.9,1,1,1,64572.54,0
6669,9715,15643048,S2433,661,S2,Female,37,3,62397.41,2,1,0,106650.18,0
6670,7738,15777459,S339,742,S0,Male,37,3,62397.41,2,1,0,117785.24,0
6671,54,15772216,S1337,569,S0,Male,37,5,133868.3,2,1,1,109441.84,0
6672,3781,15795149,S591,714,S0,Male,40,4,62397.41,2,1,0,96905.34,0
6673,8975,15782121,S1647,753,S0,Male,42,4,126164.53,1,1,0,141323.92,0
6674,825,15760641,S2349,641,S2,Female,65,6,62397.41,1,0,1,114650.96,0
6675,2824,15703979,S2157,489,S2,Female,55,4,108583.68,1,1,0,119063.86,1
6676,1758,15641850,S2015,617,S2,Male,39,6,62397.41,2,1,1,134241.17,0
6677,8542,15686885,S15,677,S0,Female,39,2,155749.1,1,1,1,100866.49,0
6678,2993,15596761,S1097,630,S1,Female,47,6,138978.32,3,1,0,121598.01,1
6679,5789,15750441,S539,620,S1,Female,37,6,100997.12,1,0,0,140795.05,0
6680,2137,15770406,S589,646,S0,Male,43,3,62397.41,2,1,0,122572.59,0
6681,5924,15807768,S2447,614,S2,Male,39,5,62397.41,2,0,0,90039.39,0
6682,2841,15815316,S139,629,S0,Male,32,6,147022.71,1,1,0,114733.23,0
6683,9798,15669957,S2561,657,S0,Female,42,5,160871.49,1,1,1,93850.69,0
6684,9755,15601351,S2559,603,S0,Male,38,5,104195.08,1,1,1,107174.84,0
6685,6780,15767414,S1285,560,S0,Male,42,3,122344.56,1,0,0,140741.89,1
6686,5679,15624793,S19,637,S2,Female,40,5,126939.98,1,1,0,118110.61,0
6687,1799,15724334,S2343,647,S0,Female,36,4,105931.44,1,0,0,96561.62,1
6688,4971,15579074,S1357,703,S1,Male,42,6,116833.88,1,1,0,75270.48,1
6689,3863,15753861,S1932,598,S0,Female,32,3,114276.29,1,1,0,83186.02,0
6690,2064,15651103,S2437,571,S2,Male,48,4,62397.41,2,0,1,81869.38,0
6691,798,15698758,S1073,605,S0,Male,44,5,62397.41,1,0,1,105347.86,0
6692,4790,15704788,S1658,513,S1,Male,51,5,117376.59,1,1,0,123673.75,0
6693,719,15769412,S464,565,S0,Female,45,5,62397.41,2,0,0,100810.63,0
6694,3466,15595937,S1226,685,S1,Male,36,4,92245.25,2,1,1,102352.22,0
6695,3013,15598086,S978,681,S1,Male,49,5,105579.2,1,1,1,67654.05,0
6696,2831,15593897,S673,688,S0,Female,48,5,62397.41,2,1,1,86308.54,0
6697,1191,15808189,S2125,600,S0,Male,48,7,110397.54,1,0,0,65946.91,0
6698,534,15733777,S1554,698,S0,Male,46,6,123671.09,1,1,0,139643.99,0
6699,2878,15787168,S594,644,S1,Male,64,2,125756.87,2,1,1,136085.72,0
6700,8204,15590606,S666,708,S0,Female,37,4,131682.52,1,1,0,59644.85,1
6701,5916,15736146,S1429,677,S0,Female,45,3,117418.76,1,0,1,131932.6,0
6702,1594,15650437,S2015,699,S0,Female,52,4,112299.79,1,0,1,93874.39,0
6703,3836,15666430,S1063,743,S1,Female,56,6,118830.99,3,1,0,117090.42,1
6704,7295,15760177,S39,620,S1,Female,36,6,115143.1,1,1,1,99017.43,0
6705,6169,15683053,S1807,717,S2,Male,33,6,134201.03,1,1,1,113017.85,0
6706,156,15730418,S2499,699,S2,Female,38,7,110222.41,1,0,1,92060.95,0
6707,1130,15620756,S1914,520,S0,Male,37,4,113231.52,1,1,1,79144.34,0
6708,9246,15586821,S2115,603,S0,Male,43,5,62397.41,1,0,1,108221.09,0
6709,2107,15765487,S2534,689,S0,Male,33,6,62397.41,2,0,1,95212.57,0
6710,7668,15711219,S2290,636,S0,Male,39,2,98978.9,1,0,0,134435.31,0
6711,1135,15577831,S286,707,S0,Female,37,7,158441.56,2,1,1,98374.19,0
6712,2315,15627305,S966,634,S2,Male,44,7,62397.41,2,1,1,80029.73,0
6713,7639,15716164,S403,749,S2,Male,55,5,112421.79,1,0,1,124314.79,1
6714,624,15579345,S1097,727,S1,Male,43,4,124829.77,1,0,1,130352.75,0
6715,3055,15643916,S2432,652,S0,Male,57,3,115068.94,1,1,1,123019.61,0
6716,4987,15718064,S2276,681,S1,Female,39,5,156514.66,1,0,1,138419.81,0
6717,2549,15681327,S2438,666,S1,Female,43,6,125084.59,1,1,0,88803.17,0
6718,3260,15787196,S1038,659,S0,Male,41,5,62397.41,2,1,1,89278.34,0
6719,1169,15674833,S2561,697,S2,Female,40,5,136751.37,1,1,1,102884.01,0
6720,4343,15789201,S2452,645,S0,Male,47,5,135219.8,1,1,1,101102.31,1
6721,6468,15658693,S1694,641,S1,Female,47,5,132966.87,2,0,1,81802.8,0
6722,5884,15681843,S2329,627,S0,Male,44,5,62397.41,1,0,1,69696.28,0
6723,394,15697318,S2225,624,S1,Male,43,6,128544.22,4,0,1,60483.14,1
6724,483,15651983,S122,656,S0,Male,39,6,62397.41,1,1,0,105739.03,1
6725,6981,15658158,S431,511,S0,Male,44,3,62397.41,3,0,1,112735.9,0
6726,6092,15750731,S1006,728,S0,Female,43,5,62397.41,1,1,0,90529.68,0
6727,2243,15686060,S223,643,S0,Female,37,5,83154.61,1,0,1,101140.3,0
6728,7915,15572428,S2153,619,S0,Male,36,3,62397.41,2,1,1,65411.46,0
6729,1797,15694852,S540,655,S0,Male,40,5,119036.23,1,1,0,132697.85,0
6730,8462,15614302,S526,611,S0,Male,39,5,130226.57,1,1,1,122073.48,0
6731,5377,15813504,S1427,753,S0,Male,38,4,140805.03,2,1,1,121955.76,0
6732,3369,15762392,S1185,612,S1,Male,48,5,133304.46,1,0,0,72208.47,1
6733,9760,15625944,S926,692,S2,Female,42,5,111279.72,2,0,1,133938.69,0
6734,6862,15579808,S1103,563,S0,Female,37,5,62397.41,1,0,1,135284.82,1
6735,9536,15665790,S201,622,S0,Male,37,5,62397.41,2,1,1,58529.38,0
6736,1616,15665861,S1799,543,S0,Male,47,4,120423.98,2,0,0,86081.0,0
6737,13,15633650,S1601,569,S0,Male,45,3,132542.05,1,1,0,75970.27,1
6738,8148,15733169,S577,693,S2,Male,47,5,104551.27,1,1,0,133445.54,0
